City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,camlidere,40.4896,32.475,292.47,81,10,0.95,TR,1718390311
83,arraial do cabo,-22.9661,-42.0278,302.13,48,0,6.69,BR,1718390311
84,ola,59.5833,151.2833,284.34,81,21,1.12,RU,1718390311
85,charters towers,-20.1,146.2667,284.75,85,0,1.47,AU,1718390169
86,udachny,66.4167,112.4,281.18,68,100,6.08,RU,1718390311
87,hamilton,39.1834,-84.5333,303.16,62,75,4.12,US,1718390148
88,la'ie,21.6477,-157.9253,301.13,76,100,4.92,US,1718390311
89,papatowai,-46.5619,169.4708,283.44,96,100,8.82,NZ,1718390311
90,kotel'nikovo,47.6317,43.1461,296.66,56,0,2.83,RU,1718390311
91,cadale,2.7603,46.3222,299.3,84,55,7.39,SO,1718390312
92,susuman,62.7833,148.1667,283.14,80,88,1.79,RU,1718390312
93,dholka,22.7167,72.4667,301.36,49,70,6.19,IN,1718390312
94,ciudad lazaro cardenas,17.9583,-102.2,303.84,65,56,5.54,MX,1718390312
95,pisco,-13.7,-76.2167,293.18,73,74,4.12,PE,1718390312
96,south sioux city,42.4739,-96.4136,303.15,25,0,2.57,US,1718390312
97,pimentel,-6.8367,-79.9342,296.31,64,0,7.2,PE,1718390312
98,colonia,50.9333,6.95,293.51,72,0,4.63,DE,1718390157
99,yellowknife,62.456,-114.3525,288.94,49,40,6.71,CA,1718390312
100,abashiri,44.0213,144.2697,285.67,96,74,3.72,JP,1718390312
101,paita,-5.0892,-81.1144,295.54,65,70,6.71,PE,1718390312
102,port mathurin,-19.6833,63.4167,296.82,71,100,9.07,MU,1718390312
103,minas de marcona,-15.2119,-75.1103,290.87,55,4,7.39,PE,1718390312
104,sigli,5.3848,95.9609,299.38,85,44,2.13,ID,1718390312
105,port elizabeth,-33.918,25.5701,287.21,72,92,2.57,ZA,1718390312
106,crane,31.3974,-102.3501,308.04,29,0,8.05,US,1718390312
107,santa terezinha,-29.9002,-50.0904,295.8,70,28,3.92,BR,1718390044
108,thayetmyo,19.3167,95.1833,298.9,90,100,2.53,MM,1718390312
109,thongwa,16.7619,96.5278,300.24,90,100,2.61,MM,1718390312
110,coxim,-18.5067,-54.76,308.18,20,0,5.44,BR,1718390312
111,lepsy,46.235,78.9456,291.82,57,5,2.74,KZ,1718390313
112,taiynsha,53.8478,69.7639,294.12,91,76,2.7,KZ,1718390313
113,east london,-33.0153,27.9116,291.67,72,0,3.6,ZA,1718390313
114,gorontalo,0.5412,123.0595,296.26,96,100,0.27,ID,1718390313
115,mount gambier,-37.8333,140.7667,278.69,86,100,1.94,AU,1718390313
116,askoy,60.4092,5.226,291.46,58,0,3.6,NO,1718390313
117,soio,-6.1349,12.3689,296.35,90,100,4.25,AO,1718390313
118,honefoss,60.168,10.2565,288.99,79,100,2.01,NO,1718390313
119,gogrial,8.5332,28.1004,299.4,72,12,1.75,SS,1718390313
120,codrington,-38.2667,141.9667,282.43,81,100,2.68,AU,1718390313
121,segorbe,39.8138,-0.4521,299.79,43,0,2.1,ES,1718390313
122,tromso,69.6496,18.957,283.16,76,20,7.72,NO,1718390100
123,kodiak,57.79,-152.4072,288.88,48,100,5.66,US,1718390313
124,olinda,-8.0089,-34.8553,297.0,94,100,4.12,BR,1718390313
125,iqaluit,63.7506,-68.5145,275.0,93,100,5.14,CA,1718390313
126,ulsteinvik,62.3432,5.8487,291.65,69,99,0.89,NO,1718390313
127,salavan,15.7167,106.4167,300.46,73,96,0.9,LA,1718390313
128,new norfolk,-42.7826,147.0587,279.87,91,99,0.92,AU,1718390313
129,ribeira grande,38.5167,-28.7,295.37,73,20,4.47,PT,1718390314
130,svatove,49.4103,38.1503,292.66,75,49,3.6,UA,1718390314
131,qaqortoq,60.7167,-46.0333,279.17,78,97,2.21,GL,1718390314
132,arno,60.1167,18.6333,285.81,67,100,4.32,SE,1718390314
133,mount pearl,47.5166,-52.7813,295.34,56,40,10.29,CA,1718390283
134,callao,-12.0667,-77.15,292.31,68,40,4.12,PE,1718390263
135,quesnel,52.9999,-122.5029,286.43,62,75,2.06,CA,1718390314
136,westport,41.1415,-73.3579,303.21,62,20,3.09,US,1718390225
137,lihue,21.9789,-159.3672,299.73,71,20,7.72,US,1718390056
138,gebeit,21.0667,36.3167,306.75,14,44,2.95,SD,1718390314
139,mazagao,-0.115,-51.2894,302.18,83,100,2.52,BR,1718390314
140,yuzhno-kurilsk,44.0306,145.8556,281.14,95,100,2.64,RU,1718390314
141,petropavlovsk-kamchatsky,53.0452,158.6483,281.18,90,75,4.47,RU,1718390314
142,maqat,47.65,53.3167,305.68,19,70,2.28,KZ,1718390314
143,abepura,-2.6333,140.5833,296.6,100,40,1.03,ID,1718390314
144,tolanaro,-25.0319,46.9987,294.19,94,75,4.12,MG,1718390314
145,puerto maldonado,-12.6,-69.1833,303.37,79,40,4.63,PE,1718390115
146,fort mcmurray,56.7268,-111.381,293.92,52,20,3.09,CA,1718390314
147,bukama,-9.2,25.85,293.96,34,0,1.63,CD,1718390314
148,margate,51.3813,1.3862,289.65,67,100,5.36,GB,1718390314
149,parakou,9.3372,2.6303,301.17,66,100,2.88,BJ,1718390314
150,kattivakkam,13.2167,80.3167,304.2,87,89,1.86,IN,1718390314
151,winnemucca,40.973,-117.7357,303.18,15,0,6.17,US,1718390315
152,papao,-17.75,-149.55,300.97,79,15,8.3,PF,1718390315
153,tamanrasset,22.785,5.5228,309.1,6,0,6.17,DZ,1718390315
154,hadibu,12.65,54.0333,301.19,77,100,6.7,YE,1718390315
155,thompson,55.7435,-97.8558,293.24,40,75,6.17,CA,1718390315
156,hualien city,23.9769,121.6044,300.54,71,7,2.31,TW,1718390315
157,la ronge,55.1001,-105.2842,293.27,48,75,4.63,CA,1718390315
158,murom,55.5656,42.0417,289.13,85,100,3.33,RU,1718390315
159,rome,34.257,-85.1647,307.33,46,40,0.48,US,1718390311
160,antofagasta,-23.65,-70.4,290.75,67,0,2.07,CL,1718390036
161,rio preto da eva,-2.6994,-59.6997,306.76,45,99,3.23,BR,1718390315
162,murray bridge,-35.1167,139.2667,282.23,92,100,2.8,AU,1718390315
163,stanley,54.868,-1.6985,289.16,54,20,3.6,GB,1718390315
164,west island,-12.1568,96.8225,300.14,83,100,7.2,CC,1718390315
165,mariehamn,60.0973,19.9348,285.83,82,0,6.17,AX,1718390315
166,vorgashor,67.5833,63.95,281.37,94,100,5.41,RU,1718390315
167,ebaye,8.7748,167.7392,301.16,78,40,8.16,MH,1718390315
168,tofol,5.3248,163.0078,300.56,75,100,2.26,FM,1718390315
169,sirte,31.2089,16.5887,297.42,78,25,5.37,LY,1718390316
170,tangalle,6.024,80.7911,299.24,84,96,5.78,LK,1718390316
171,elko,41.0002,-115.5012,301.57,18,0,9.39,US,1718390316
172,murray,40.6669,-111.888,306.22,23,20,8.23,US,1718390316
173,bel ombre,-4.6167,55.4167,301.06,78,20,1.54,SC,1718390316
174,sasebo,33.1592,129.7228,294.38,84,96,0.53,JP,1718390316
175,hami,42.8,93.45,301.27,30,100,4.46,CN,1718390316
176,tarko-sale,64.9225,77.785,283.66,88,100,8.14,RU,1718390316
177,palm beach,26.6503,-80.4498,305.94,74,100,2.41,US,1718390316
178,garissa,-0.4536,39.6401,297.93,64,5,9.33,KE,1718390316
179,nishinoomote,30.7333,131.0,297.54,90,100,3.55,JP,1718390316
180,yarovoye,52.9273,78.58,292.72,81,50,2.69,RU,1718390316
181,coquimbo,-29.9533,-71.3436,289.0,83,100,5.66,CL,1718390225
182,taro,-8.3862,115.28,295.15,100,51,1.02,ID,1718390316
183,vanino,49.0869,140.2543,283.11,99,100,0.29,RU,1718390316
184,kingston,17.997,-76.7936,305.46,66,20,9.77,JM,1718390183
185,gizo,-8.103,156.8419,299.93,85,94,5.63,SB,1718390316
186,newman,37.3138,-121.0208,301.34,12,0,0.89,US,1718390316
187,sao joao da barra,-21.6403,-41.0511,302.2,71,0,8.13,BR,1718390051
188,ha'il,27.5219,41.6907,309.16,12,0,3.09,SA,1718390221
189,panaba,21.2833,-88.2667,305.14,61,100,3.3,MX,1718390317
190,constantia,44.1833,28.65,292.53,85,99,8.77,RO,1718390317
191,jiamusi,46.8333,130.35,284.86,99,100,3.08,CN,1718390317
192,mizdah,31.4451,12.9801,302.41,29,0,8.73,LY,1718390317
193,baghlan,35.75,69.0,293.52,30,100,0.58,AF,1718390317
194,mount pleasant,32.7941,-79.8626,308.2,57,0,3.6,US,1718390019
195,saipan,15.1355,145.701,301.54,78,40,5.14,MP,1718390039
196,levuka,50.1834,-105.4011,296.99,35,100,5.55,CA,1718390317
197,tambo,-14.8,-73.9167,284.2,31,4,5.24,PE,1718390317
198,mollendo,-17.0231,-72.0147,290.99,74,52,4.59,PE,1718390317
199,vorkuta,67.5,64.0,281.54,94,100,2.24,RU,1718390317
200,kiambu,-1.1667,36.8333,291.61,72,75,3.6,KE,1718390317
201,tari,12.4086,4.4914,307.29,45,83,1.21,NG,1718390317
202,puerto baquerizo moreno,-0.9,-89.6,297.7,78,75,5.14,EC,1718390317
203,maloye ganyushkino,46.6,49.2667,300.45,37,83,1.99,KZ,1718390317
204,rakops,-21.0167,24.3333,288.03,31,0,3.66,BW,1718390317
205,whitehorse,60.7161,-135.0538,289.83,53,75,2.06,CA,1718390318
206,kapa'a,22.0752,-159.319,300.14,77,20,7.72,US,1718390103
207,urucara,-2.5364,-57.76,304.66,58,87,2.01,BR,1718390318
208,itoman,26.1247,127.6694,301.36,100,100,8.75,JP,1718390318
209,remire-montjoly,4.9167,-52.2667,301.17,83,75,2.06,GF,1718390318
210,durban,-29.8579,31.0292,290.66,84,0,4.85,ZA,1718390318
211,shoreham-by-sea,50.8341,-0.2743,289.49,78,20,7.2,GB,1718390318
212,holualoa,19.6228,-155.9522,298.06,78,0,2.57,US,1718390318
213,samitah,16.596,42.9444,307.63,42,42,0.63,SA,1718390318
214,senatobia,34.6176,-89.9687,306.38,57,6,1.34,US,1718390303
215,rio grande,-32.035,-52.0986,301.21,69,2,3.86,BR,1718390318
216,malabar,-33.9667,151.25,284.89,94,100,5.66,AU,1718390318
217,bubaque,11.2833,-15.8333,300.67,75,100,5.73,GW,1718390318
218,boryeong,36.3493,126.5977,296.13,89,99,1.59,KR,1718390318
219,kangding,30.0513,101.9603,287.07,89,100,1.04,CN,1718390318
220,agapovka,53.2973,59.1348,296.71,55,1,0.97,RU,1718390319
221,khandyga,62.6667,135.6,284.1,94,35,1.83,RU,1718390319
222,castillos,-34.1667,-53.8333,291.71,92,100,2.63,UY,1718390319
223,tura,25.5198,90.2201,297.88,98,65,2.79,IN,1718390319
224,bonny,4.4522,7.1681,298.77,89,100,5.4,NG,1718390319
225,ma'rib,15.4591,45.3253,304.08,18,84,2.63,YE,1718390319
226,saint-francois,46.4154,3.9054,291.84,90,100,2.06,FR,1718390319
227,pauini,-7.7136,-66.9764,307.12,44,100,1.64,BR,1718390319
228,mezhdurechensk,53.6942,88.0603,289.88,89,100,1.17,RU,1718390319
229,chivhu,-19.0211,30.8922,280.14,73,0,3.4,ZW,1718390266
230,bengkulu,-3.8004,102.2655,298.55,90,100,1.89,ID,1718390319
231,ghanzi,-21.5667,21.7833,286.14,28,0,3.74,BW,1718390319
232,bilibino,68.0546,166.4372,288.68,51,47,1.3,RU,1718390319
233,corn island,12.1694,-83.0418,302.24,70,100,2.59,NI,1718390319
234,keflavik,64.0049,-22.5624,284.39,66,75,4.63,IS,1718390319
235,armacao de buzios,-22.7469,-41.8817,305.18,69,0,8.97,BR,1718390319
236,sur,22.5667,59.5289,306.29,54,0,3.76,OM,1718390319
237,emirgazi,37.9022,33.8372,292.78,64,100,7.21,TR,1718390319
238,kavaratti,10.5669,72.642,301.89,81,20,4.13,IN,1718390319
239,ta`u,-14.2336,-169.5144,300.97,82,23,7.42,AS,1718390319
240,champerico,14.3,-91.9167,303.45,80,99,9.48,GT,1718390319
241,enewetak,11.3474,162.3373,301.09,76,100,8.05,MH,1718390319
242,fisterra,42.9049,-9.2629,289.68,79,22,4.78,ES,1718390319
243,beli,7.8587,10.9719,299.47,85,93,1.87,NG,1718390320
244,oriximina,-1.7656,-55.8661,304.46,60,66,3.62,BR,1718390320
245,igarka,67.4667,86.5833,279.83,78,99,2.68,RU,1718390320
246,stanthorpe,-28.6667,151.95,281.16,68,73,2.71,AU,1718390320
247,betio village,1.358,172.9211,301.17,77,100,5.19,KI,1718390320
248,fada,9.5667,8.3,293.76,94,100,1.57,NG,1718390320
249,domanivka,47.6319,30.9885,291.44,89,100,2.47,UA,1718390320
250,punta del este,-34.9667,-54.95,288.21,91,75,4.12,UY,1718390320
251,port saint john's,-31.6229,29.5448,291.52,73,0,3.39,ZA,1718390320
252,cooper's town,26.8667,-77.5167,300.05,81,100,10.18,BS,1718390320
253,trongsa,27.5026,90.5072,286.22,99,100,0.76,BT,1718390320
254,bor,56.3567,44.0669,292.04,88,98,3.45,RU,1718390320
255,tshabong,-26.05,22.45,288.34,26,0,3.0,BW,1718390320
256,fale old settlement,-9.3852,-171.2468,301.89,78,100,6.38,TK,1718390320
257,cartagena,10.3997,-75.5144,305.94,66,40,5.66,CO,1718390040
258,las lomitas,-24.7096,-60.593,308.37,29,0,5.79,AR,1718390320
259,puerto leguizamo,-0.1934,-74.7819,301.62,82,98,0.5,CO,1718390320
260,gorodoviki,46.1353,41.9656,297.09,48,0,2.59,RU,1718390320
261,afaahiti,-17.75,-149.2833,300.08,82,65,7.58,PF,1718390320
262,la ceiba,15.7597,-86.7822,304.05,66,20,4.12,HN,1718390320
263,belem de sao francisco,-8.7539,-38.9658,304.53,33,9,8.45,BR,1718390320
264,chilecito,-29.1619,-67.4974,297.32,14,0,3.51,AR,1718390170
265,baykal'sk,51.5058,104.1469,287.05,60,1,4.51,RU,1718390320
266,gushu,31.5598,118.4829,299.14,82,0,2.12,CN,1718390320
267,iskateley,67.6803,53.1512,278.16,69,100,5.81,RU,1718390321
268,nabire,-3.3667,135.4833,297.06,92,100,1.43,ID,1718390321
269,waingapu,-9.6567,120.2641,294.14,83,25,2.33,ID,1718390107
270,port moresby,-9.4431,147.1797,295.19,81,99,2.96,PG,1718390321
271,luderitz,-26.6481,15.1594,289.71,73,0,5.47,NA,1718390321
272,north ward,-19.2454,146.8075,285.1,100,0,0.0,AU,1718390321
273,kamina,-8.7386,24.9906,290.27,36,0,1.78,CD,1718390321
274,okhotsk,59.3833,143.3,278.55,92,94,2.98,RU,1718390321
275,mbandaka,0.0487,18.2603,301.26,52,100,1.09,CD,1718390321
276,cooma,-36.2333,149.1333,276.95,93,100,1.91,AU,1718390113
277,nemuro,43.3236,145.575,282.21,95,100,2.33,JP,1718390321
278,namibe,-15.1961,12.1522,292.8,78,0,3.06,AO,1718390321
279,chibougamau,49.9168,-74.3659,279.94,81,100,5.14,CA,1718390321
280,vila do maio,15.1333,-23.2167,299.59,86,9,8.46,CV,1718390321
281,ponta delgada,37.7333,-25.6667,294.55,64,20,5.66,PT,1718390321
282,seabra,-12.4186,-41.7703,296.77,53,6,3.99,BR,1718390321
283,manadhoo,5.7667,73.3833,301.73,77,100,6.87,MV,1718390321
284,al jawf,29.5,38.75,307.07,15,0,3.58,SA,1718390321
285,yarmouth,41.7057,-70.2286,301.29,71,0,7.2,US,1718390073
286,jayapura,-2.5333,140.7,296.81,92,100,1.73,ID,1718390322
287,nikolayevsk-on-amure,53.1406,140.73,281.05,94,99,1.79,RU,1718390322
288,peniche,39.3558,-9.3811,292.75,81,6,8.03,PT,1718390322
289,kone,-21.0595,164.8658,289.53,79,4,1.63,NC,1718390322
290,vila velha,-20.3297,-40.2925,301.12,57,0,6.17,BR,1718390025
291,kuragino,53.8975,92.6725,291.9,77,5,1.04,RU,1718390322
292,ostersund,63.1792,14.6357,287.93,62,20,2.57,SE,1718390322
293,paso de los libres,-29.7131,-57.0899,300.18,55,100,4.86,AR,1718390230
294,general acha,-37.377,-64.6043,291.54,28,100,7.23,AR,1718390322
295,santyoku,37.4406,129.1708,294.21,73,100,2.06,KR,1718390322
296,chilaw,7.5758,79.7953,301.16,84,100,8.67,LK,1718390322
297,vallenar,-28.5708,-70.7581,292.37,51,44,2.7,CL,1718390144
298,carnarvon,-24.8667,113.6333,292.93,68,25,5.63,AU,1718390322
299,daru,-9.0763,143.2092,297.64,77,100,4.69,PG,1718390322
300,north platte,41.1239,-100.7654,298.21,58,40,6.71,US,1718390322
301,inhambane,-23.865,35.3833,291.14,100,75,1.54,MZ,1718390322
302,kaa-khem,51.6833,94.7333,293.38,34,0,2.57,RU,1718390322
303,cockburn town,21.4612,-71.1419,301.12,75,45,6.73,TC,1718390322
304,berezovyy,51.6667,135.7,281.54,96,100,0.88,RU,1718390322
305,santiago de cao,-7.9589,-79.2392,292.22,77,75,4.63,PE,1718390322
306,brookings,44.3114,-96.7984,299.51,44,72,0.53,US,1718390225
307,calvinia,-31.4707,19.776,288.62,44,0,1.5,ZA,1718390322
308,port hedland,-20.3167,118.5667,289.18,100,0,3.09,AU,1718390323
309,lebu,-37.6167,-73.65,286.63,85,50,7.12,CL,1718390323
310,tulun,54.5611,100.5792,288.31,65,98,1.01,RU,1718390323
311,kruisfontein,-34.0033,24.7314,288.9,41,50,2.76,ZA,1718390323
312,mantua,45.1667,10.7833,296.73,73,54,2.18,IT,1718390323
313,broken hill,-31.95,141.4333,282.64,82,4,2.59,AU,1718390323
314,burgos,42.3394,-3.7079,295.38,46,75,8.75,ES,1718390323
315,puerto san jose,13.9256,-90.8244,302.18,74,40,6.17,GT,1718390323
316,chernyshevskiy,63.0128,112.4714,285.92,93,100,5.29,RU,1718390323
317,alice springs,-23.7,133.8833,281.9,93,5,1.54,AU,1718390323
318,yanbu,24.0891,38.0637,305.17,70,0,3.6,SA,1718390323
319,shitanjing,39.2342,106.3439,293.13,27,0,1.86,CN,1718390323
320,glace bay,46.1969,-59.957,297.47,54,75,9.26,CA,1718390323
321,hilo,19.7297,-155.09,296.07,98,100,2.06,US,1718390323
322,lerwick,60.1545,-1.1494,284.15,94,100,11.57,GB,1718390323
323,hermanus,-34.4187,19.2345,284.15,87,8,2.64,ZA,1718390323
324,kerikeri,-35.2268,173.9474,284.49,78,100,1.94,NZ,1718390323
325,yashan,22.1975,109.9419,299.48,93,100,1.15,CN,1718390323
326,boende,-0.2167,20.8667,300.74,51,30,0.22,CD,1718390323
327,yatou,37.15,122.3833,292.29,97,100,0.9,CN,1718390323
328,usogorsk,63.4106,48.6872,287.41,97,100,4.28,RU,1718390323
329,northam,51.0333,-4.2167,284.48,93,100,5.07,GB,1718390324
330,novyy urgal,51.0736,132.5642,280.74,93,82,1.42,RU,1718390324
331,laojunmiao,39.8333,97.7333,292.7,35,100,1.13,CN,1718390324
332,lewistown,40.5992,-77.5714,297.82,73,75,2.57,US,1718390324
333,plastun,44.7561,136.2939,281.64,99,100,0.86,RU,1718390324
334,mejit,10.2753,170.8646,300.86,78,1,7.25,MH,1718390324
335,freetown,8.484,-13.2299,296.99,94,75,2.57,SL,1718390324
336,sao bento do sul,-26.2503,-49.3786,297.73,61,100,2.9,BR,1718390324
337,sorong,-0.8833,131.25,298.25,93,100,4.47,ID,1718390324
338,tidjikja,18.5564,-11.4271,306.99,31,95,9.09,MR,1718390324
339,juneau,58.3019,-134.4197,282.27,95,100,4.12,US,1718390118
340,i-n-salah,27.1935,2.4607,314.4,10,7,3.87,DZ,1718390324
341,gordes,38.9328,28.2894,293.13,78,9,3.85,TR,1718390324
342,sovetskiy,61.3614,63.5842,293.65,79,100,4.92,RU,1718390324
343,lorengau,-2.0226,147.2712,299.53,80,100,0.91,PG,1718390324
344,mukalla,14.5425,49.1242,303.79,74,5,3.66,YE,1718390324
345,yemva,62.59,50.8594,288.25,94,100,3.31,RU,1718390324
346,bangassou,4.7413,22.8184,296.4,87,91,1.14,CF,1718390324
347,kenitra,34.261,-6.5802,295.57,73,100,2.22,MA,1718390324
348,palamos,41.8484,3.1291,299.02,54,2,2.24,ES,1718390324
349,le vauclin,14.5452,-60.8388,305.18,58,75,4.12,MQ,1718390034
350,benguela,-12.5763,13.4055,294.77,90,6,2.01,AO,1718390325
351,kolonia,50.9333,6.95,293.51,72,0,4.63,DE,1718390154
352,el calafate,-50.3408,-72.2768,275.52,81,7,6.03,AR,1718390325
353,macau,22.2006,113.5461,303.04,100,40,4.12,MO,1718390093
354,maharajgani,26.1167,84.4833,305.21,64,7,6.9,IN,1718390325
355,ashmyany,54.425,25.9378,287.15,92,100,2.03,BY,1718390325
356,touros,-5.1989,-35.4608,300.47,78,43,5.14,BR,1718390325
357,fedorovka,53.6314,62.7078,296.1,63,0,2.74,KZ,1718390325
358,lawas,13.764,121.0566,299.68,84,89,1.29,PH,1718390325
359,talakan,50.3167,130.3667,283.87,89,100,1.08,RU,1718390325
360,opuwo,-18.0607,13.84,290.37,23,0,3.43,NA,1718390325
361,yichun,47.7,128.9,284.4,99,100,1.65,CN,1718390325
362,zhangye,38.9342,100.4517,296.2,34,100,3.1,CN,1718390325
363,am timan,11.0297,20.2827,304.12,47,100,3.1,TD,1718390325
364,tres palos,18.1833,-101.6167,302.76,59,93,1.92,MX,1718390325
365,zhezqazghan,47.7833,67.7667,295.47,46,0,5.0,KZ,1718390325
366,charlottetown,46.2352,-63.1267,300.31,53,75,10.29,CA,1718390253
367,galliano,29.4422,-90.2992,306.48,55,0,3.09,US,1718390325
